,GEOID,NAME,NAMELSAD
2422,17195,Whiteside,Whiteside County
2423,48141,El Paso,El Paso County
2424,48301,Loving,Loving County
2425,40077,Latimer,Latimer County
2426,39167,Washington,Washington County
2427,29091,Howell,Howell County
2428,20047,Edwards,Edwards County
2429,21111,Jefferson,Jefferson County
2430,17107,Logan,Logan County
2431,55139,Winnebago,Winnebago County
2432,21075,Fulton,Fulton County
2433,20079,Harvey,Harvey County
2434,30021,Dawson,Dawson County
2435,54091,Taylor,Taylor County
2436,26111,Midland,Midland County
2437,28119,Quitman,Quitman County
2438,21093,Hardin,Hardin County
2439,17081,Jefferson,Jefferson County
2440,46057,Hamlin,Hamlin County
2441,55069,Lincoln,Lincoln County
2442,36033,Franklin,Franklin County
2443,51630,Fredericksburg,Fredericksburg city
2444,54081,Raleigh,Raleigh County
2445,35005,Chaves,Chaves County
2446,35049,Santa Fe,Santa Fe County
2447,06059,Orange,Orange County
2448,04023,Santa Cruz,Santa Cruz County
2449,37053,Currituck,Currituck County
2450,17101,Lawrence,Lawrence County
2451,18067,Howard,Howard County
2452,18125,Pike,Pike County
2453,21047,Christian,Christian County
2454,26045,Eaton,Eaton County
2455,19179,Wapello,Wapello County
2456,06025,Imperial,Imperial County
2457,26027,Cass,Cass County
2458,28157,Wilkinson,Wilkinson County
2459,20179,Sheridan,Sheridan County
2460,28079,Leake,Leake County
2461,28025,Clay,Clay County
2462,28037,Franklin,Franklin County
2463,28099,Neshoba,Neshoba County
2464,46045,Edmunds,Edmunds County
2465,01035,Conecuh,Conecuh County
2466,18029,Dearborn,Dearborn County
2467,18071,Jackson,Jackson County
2468,28081,Lee,Lee County
2469,22125,West Feliciana,West Feliciana Parish
2470,05035,Crittenden,Crittenden County
2471,12063,Jackson,Jackson County
2472,48125,Dickens,Dickens County
2473,51115,Mathews,Mathews County
2474,38075,Renville,Renville County
2475,48283,La Salle,La Salle County
2476,36067,Onondaga,Onondaga County
2477,19087,Henry,Henry County
2478,31083,Harlan,Harlan County
2479,30075,Powder River,Powder River County
2480,55091,Pepin,Pepin County
2481,04001,Apache,Apache County
2482,29121,Macon,Macon County
2483,48279,Lamb,Lamb County
2484,20097,Kiowa,Kiowa County
2485,48015,Austin,Austin County
2486,29061,Daviess,Daviess County
2487,13253,Seminole,Seminole County
2488,26101,Manistee,Manistee County
2489,19119,Lyon,Lyon County
2490,48233,Hutchinson,Hutchinson County
2491,40139,Texas,Texas County
2492,40153,Woodward,Woodward County
2493,19003,Adams,Adams County
2494,06101,Sutter,Sutter County
2495,42105,Potter,Potter County
2496,48465,Val Verde,Val Verde County
2497,20077,Harper,Harper County
2498,19133,Monona,Monona County
2499,49023,Juab,Juab County
2500,40137,Stephens,Stephens County
2501,36017,Chenango,Chenango County
2502,17143,Peoria,Peoria County
2503,19091,Humboldt,Humboldt County
2504,31177,Washington,Washington County
2505,55049,Iowa,Iowa County
2506,27097,Morrison,Morrison County
2507,42003,Allegheny,Allegheny County
2508,29205,Shelby,Shelby County
2509,39097,Madison,Madison County
2510,20201,Washington,Washington County
2511,17019,Champaign,Champaign County
2512,16087,Washington,Washington County
2513,17045,Edgar,Edgar County
2514,08121,Washington,Washington County
2515,39065,Hardin,Hardin County
2516,26113,Missaukee,Missaukee County
2517,38093,Stutsman,Stutsman County
2518,29203,Shannon,Shannon County
2519,48423,Smith,Smith County
2520,40143,Tulsa,Tulsa County
2521,40091,McIntosh,McIntosh County
2522,48395,Robertson,Robertson County
2523,48171,Gillespie,Gillespie County
2524,26125,Oakland,Oakland County
2525,38033,Golden Valley,Golden Valley County
2526,56027,Niobrara,Niobrara County
2527,27117,Pipestone,Pipestone County
2528,51099,King George,King George County
2529,53025,Grant,Grant County
2530,27129,Renville,Renville County
2531,12001,Alachua,Alachua County
2532,31091,Hooker,Hooker County
2533,51147,Prince Edward,Prince Edward County
2534,49007,Carbon,Carbon County
2535,42017,Bucks,Bucks County
2536,46059,Hand,Hand County
2537,42081,Lycoming,Lycoming County
2538,16057,Latah,Latah County
2539,13237,Putnam,Putnam County
2540,51640,Galax,Galax city
2541,35037,Quay,Quay County
2542,48269,King,King County
2543,05073,Lafayette,Lafayette County
2544,48451,Tom Green,Tom Green County
2545,12049,Hardee,Hardee County
2546,39025,Clermont,Clermont County
2547,48501,Yoakum,Yoakum County
2548,41071,Yamhill,Yamhill County
2549,19115,Louisa,Louisa County
2550,20049,Elk,Elk County
2551,39121,Noble,Noble County
2552,39137,Putnam,Putnam County
2553,48425,Somervell,Somervell County
2554,42075,Lebanon,Lebanon County
2555,30035,Glacier,Glacier County
2556,32027,Pershing,Pershing County
2557,27087,Mahnomen,Mahnomen County
2558,34031,Passaic,Passaic County
2559,30047,Lake,Lake County
2560,48261,Kenedy,Kenedy County
2561,48033,Borden,Borden County
2562,29157,Perry,Perry County
2563,48411,San Saba,San Saba County
2564,40073,Kingfisher,Kingfisher County
2565,48051,Burleson,Burleson County
2566,36035,Fulton,Fulton County
2567,28133,Sunflower,Sunflower County
2568,27053,Hennepin,Hennepin County
2569,42027,Centre,Centre County
2570,48025,Bee,Bee County
2571,47077,Henderson,Henderson County
2572,19171,Tama,Tama County
2573,20175,Seward,Seward County
2574,19135,Monroe,Monroe County
2575,31147,Richardson,Richardson County
2576,17021,Christian,Christian County
2577,12089,Nassau,Nassau County
2578,12133,Washington,Washington County
2579,13007,Baker,Baker County
2580,13275,Thomas,Thomas County
2581,21005,Anderson,Anderson County
2582,21185,Oldham,Oldham County
2583,13057,Cherokee,Cherokee County
2584,38065,Oliver,Oliver County
2585,26133,Osceola,Osceola County
2586,47109,McNairy,McNairy County
2587,53001,Adams,Adams County
2588,29057,Dade,Dade County
2589,22101,St. Mary,St. Mary Parish
2590,50007,Chittenden,Chittenden County
2591,22057,Lafourche,Lafourche Parish
2592,19139,Muscatine,Muscatine County
2593,12113,Santa Rosa,Santa Rosa County
2594,18101,Martin,Martin County
2595,21203,Rockcastle,Rockcastle County
2596,21223,Trimble,Trimble County
2597,13055,Chattooga,Chattooga County
2598,45033,Dillon,Dillon County
2599,37103,Jones,Jones County
2600,29199,Scotland,Scotland County
2601,20131,Nemaha,Nemaha County
2602,20137,Norton,Norton County
2603,31065,Furnas,Furnas County
2604,13087,Decatur,Decatur County
2605,18177,Wayne,Wayne County
2606,21009,Barren,Barren County
2607,31093,Howard,Howard County
2608,38025,Dunn,Dunn County
2609,06005,Amador,Amador County
2610,47049,Fentress,Fentress County
2611,20031,Coffey,Coffey County
2612,26023,Branch,Branch County
2613,51031,Campbell,Campbell County
2614,39105,Meigs,Meigs County
2615,54067,Nicholas,Nicholas County
2616,40053,Grant,Grant County
2617,46115,Spink,Spink County
2618,50027,Windsor,Windsor County
2619,48455,Trinity,Trinity County
2620,35001,Bernalillo,Bernalillo County
2621,13205,Mitchell,Mitchell County
2622,21147,McCreary,McCreary County
2623,21191,Pendleton,Pendleton County
2624,21215,Spencer,Spencer County
2625,30041,Hill,Hill County
2626,31175,Valley,Valley County
2627,48069,Castro,Castro County
2628,24043,Washington,Washington County
2629,21133,Letcher,Letcher County
2630,34033,Salem,Salem County
2631,51680,Lynchburg,Lynchburg city
2632,05125,Saline,Saline County
2633,54053,Mason,Mason County
2634,54021,Gilmer,Gilmer County
2635,28063,Jefferson,Jefferson County
2636,38079,Rolette,Rolette County
2637,30103,Treasure,Treasure County
2638,21049,Clark,Clark County
2639,26005,Allegan,Allegan County
2640,47005,Benton,Benton County
2641,27015,Brown,Brown County
2642,47137,Pickett,Pickett County
2643,51109,Louisa,Louisa County
2644,18145,Shelby,Shelby County
2645,39049,Franklin,Franklin County
2646,49021,Iron,Iron County
2647,32009,Esmeralda,Esmeralda County
2648,26083,Keweenaw,Keweenaw County
2649,49039,Sanpete,Sanpete County
2650,20093,Kearny,Kearny County
2651,12009,Brevard,Brevard County
2652,18105,Monroe,Monroe County
2653,19117,Lucas,Lucas County
2654,21239,Woodford,Woodford County
2655,45053,Jasper,Jasper County
2656,48043,Brewster,Brewster County
2657,45065,McCormick,McCormick County
2658,45087,Union,Union County
2659,27103,Nicollet,Nicollet County
2660,55075,Marinette,Marinette County
2661,53011,Clark,Clark County
2662,55099,Price,Price County
2663,18103,Miami,Miami County
2664,20053,Ellsworth,Ellsworth County
2665,22123,West Carroll,West Carroll Parish
2666,12077,Liberty,Liberty County
2667,20083,Hodgeman,Hodgeman County
2668,20119,Meade,Meade County
2669,21149,McLean,McLean County
2670,28001,Adams,Adams County
2671,28057,Itawamba,Itawamba County
2672,21073,Franklin,Franklin County
2673,23009,Hancock,Hancock County
2674,23013,Knox,Knox County
2675,13217,Newton,Newton County
2676,46049,Faulk,Faulk County
2677,26061,Houghton,Houghton County
2678,30061,Mineral,Mineral County
2679,47051,Franklin,Franklin County
2680,22029,Concordia,Concordia Parish
2681,22063,Livingston,Livingston Parish
2682,25009,Essex,Essex County
2683,46019,Butte,Butte County
2684,08035,Douglas,Douglas County
2685,45079,Richland,Richland County
2686,18095,Madison,Madison County
2687,40099,Murray,Murray County
2688,54009,Brooke,Brooke County
2689,54013,Calhoun,Calhoun County
2690,51021,Bland,Bland County
2691,30111,Yellowstone,Yellowstone County
2692,54043,Lincoln,Lincoln County
2693,06033,Lake,Lake County
2694,13131,Grady,Grady County
2695,08021,Conejos,Conejos County
2696,49037,San Juan,San Juan County
2697,18133,Putnam,Putnam County
2698,16047,Gooding,Gooding County
2699,47167,Tipton,Tipton County
2700,22121,West Baton Rouge,West Baton Rouge Parish
2701,29171,Putnam,Putnam County
2702,56039,Teton,Teton County
2703,55043,Grant,Grant County
2704,38059,Morton,Morton County
2705,37041,Chowan,Chowan County
2706,37021,Buncombe,Buncombe County
2707,06063,Plumas,Plumas County
2708,51730,Petersburg,Petersburg city
2709,50023,Washington,Washington County
2710,46093,Meade,Meade County
2711,18097,Marion,Marion County
2712,05017,Chicot,Chicot County
2713,13021,Bibb,Bibb County
2714,05115,Pope,Pope County
2715,51175,Southampton,Southampton County
2716,48183,Gregg,Gregg County
2717,36087,Rockland,Rockland County
2718,05089,Marion,Marion County
2719,51800,Suffolk,Suffolk city
2720,08041,El Paso,El Paso County
2721,29187,St. Francois,St. Francois County
2722,48475,Ward,Ward County
2723,08061,Kiowa,Kiowa County
2724,48487,Wilbarger,Wilbarger County
2725,41015,Curry,Curry County
2726,08119,Teller,Teller County
2727,29049,Clinton,Clinton County
2728,49051,Wasatch,Wasatch County
2729,16029,Caribou,Caribou County
2730,37157,Rockingham,Rockingham County
2731,05117,Prairie,Prairie County
2732,05011,Bradley,Bradley County
2733,48193,Hamilton,Hamilton County
2734,24011,Caroline,Caroline County
2735,27041,Douglas,Douglas County
2736,30043,Jefferson,Jefferson County
2737,51059,Fairfax,Fairfax County
2738,30023,Deer Lodge,Deer Lodge County
2739,47001,Anderson,Anderson County
2740,39077,Huron,Huron County
2741,13005,Bacon,Bacon County
2742,10001,Kent,Kent County
2743,39173,Wood,Wood County
2744,13157,Jackson,Jackson County
2745,20003,Anderson,Anderson County
2746,17095,Knox,Knox County
2747,30107,Wheatland,Wheatland County
2748,47015,Cannon,Cannon County
2749,23007,Franklin,Franklin County
2750,21165,Menifee,Menifee County
2751,46089,McPherson,McPherson County
2752,08051,Gunnison,Gunnison County
2753,26029,Charlevoix,Charlevoix County
2754,27151,Swift,Swift County
2755,39147,Seneca,Seneca County
2756,13267,Tattnall,Tattnall County
2757,48429,Stephens,Stephens County
2758,37117,Martin,Martin County
2759,30081,Ravalli,Ravalli County
2760,13317,Wilkes,Wilkes County
2761,53043,Lincoln,Lincoln County
2762,06081,San Mateo,San Mateo County
2763,39171,Williams,Williams County
2764,08009,Baca,Baca County
2765,16021,Boundary,Boundary County
2766,16007,Bear Lake,Bear Lake County
2767,39159,Union,Union County
2768,39035,Cuyahoga,Cuyahoga County
2769,48285,Lavaca,Lavaca County
2770,40105,Nowata,Nowata County
2771,13125,Glascock,Glascock County
2772,41059,Umatilla,Umatilla County
2773,46102,Oglala Lakota,Oglala Lakota County
2774,20117,Marshall,Marshall County
2775,22065,Madison,Madison Parish
2776,30105,Valley,Valley County
2777,13313,Whitfield,Whitfield County
2778,20203,Wichita,Wichita County
2779,46023,Charles Mix,Charles Mix County
2780,31027,Cedar,Cedar County
2781,53035,Kitsap,Kitsap County
2782,17111,McHenry,McHenry County
2783,30069,Petroleum,Petroleum County
2784,29033,Carroll,Carroll County
2785,53075,Whitman,Whitman County
2786,27147,Steele,Steele County
2787,31169,Thayer,Thayer County
2788,47033,Crockett,Crockett County
2789,19079,Hamilton,Hamilton County
2790,39165,Warren,Warren County
2791,13255,Spalding,Spalding County
2792,34019,Hunterdon,Hunterdon County
2793,29217,Vernon,Vernon County
2794,18121,Parke,Parke County
2795,19069,Franklin,Franklin County
2796,13035,Butts,Butts County
2797,08039,Elbert,Elbert County
2798,44001,Bristol,Bristol County
2799,48035,Bosque,Bosque County
2800,44005,Newport,Newport County
2801,39045,Fairfield,Fairfield County
2802,38069,Pierce,Pierce County
2803,17015,Carroll,Carroll County
2804,27125,Red Lake,Red Lake County
2805,41031,Jefferson,Jefferson County
2806,47021,Cheatham,Cheatham County
2807,46127,Union,Union County
2808,01051,Elmore,Elmore County
2809,13187,Lumpkin,Lumpkin County
2810,39083,Knox,Knox County
2811,19017,Bremer,Bremer County
2812,48175,Goliad,Goliad County
2813,37089,Henderson,Henderson County
2814,12061,Indian River,Indian River County
2815,48393,Roberts,Roberts County
2816,31049,Deuel,Deuel County
2817,36051,Livingston,Livingston County
2818,19141,O'Brien,O'Brien County
2819,48059,Callahan,Callahan County
2820,48379,Rains,Rains County
2821,20067,Grant,Grant County
2822,51105,Lee,Lee County
2823,35051,Sierra,Sierra County
2824,05043,Drew,Drew County
2825,31123,Morrill,Morrill County
2826,29015,Benton,Benton County
2827,05109,Pike,Pike County
2828,08077,Mesa,Mesa County
2829,29065,Dent,Dent County
2830,51185,Tazewell,Tazewell County
2831,42103,Pike,Pike County
2832,42115,Susquehanna,Susquehanna County
2833,48343,Morris,Morris County
2834,42125,Washington,Washington County
2835,50001,Addison,Addison County
2836,20103,Leavenworth,Leavenworth County
2837,26121,Muskegon,Muskegon County
2838,28049,Hinds,Hinds County
2839,48281,Lampasas,Lampasas County
2840,51107,Loudoun,Loudoun County
2841,29185,St. Clair,St. Clair County
2842,36025,Delaware,Delaware County
2843,30071,Phillips,Phillips County
2844,29129,Mercer,Mercer County
2845,53045,Mason,Mason County
2846,37127,Nash,Nash County
2847,51199,York,York County
2848,29159,Pettis,Pettis County
2849,30063,Missoula,Missoula County
2850,20019,Chautauqua,Chautauqua County
2851,48459,Upshur,Upshur County
2852,51047,Culpeper,Culpeper County
2853,40061,Haskell,Haskell County
2854,54069,Ohio,Ohio County
2855,54065,Morgan,Morgan County
2856,51165,Rockingham,Rockingham County
2857,18183,Whitley,Whitley County
2858,06093,Siskiyou,Siskiyou County
2859,46037,Day,Day County
2860,22071,Orleans,Orleans Parish
2861,01073,Jefferson,Jefferson County
2862,01127,Walker,Walker County
2863,29063,DeKalb,DeKalb County
2864,12039,Gadsden,Gadsden County
2865,13083,Dade,Dade County
2866,28033,DeSoto,DeSoto County
2867,51187,Warren,Warren County
2868,17047,Edwards,Edwards County
2869,47113,Madison,Madison County
2870,01111,Randolph,Randolph County
2871,37009,Ashe,Ashe County
2872,08033,Dolores,Dolores County
2873,39089,Licking,Licking County
2874,51683,Manassas,Manassas city
2875,05139,Union,Union County
2876,17071,Henderson,Henderson County
2877,01101,Montgomery,Montgomery County
2878,08005,Arapahoe,Arapahoe County
2879,21155,Marion,Marion County
2880,53057,Skagit,Skagit County
2881,28067,Jones,Jones County
2882,55021,Columbia,Columbia County
2883,37019,Brunswick,Brunswick County
2884,27029,Clearwater,Clearwater County
2885,51131,Northampton,Northampton County
2886,20163,Rooks,Rooks County
2887,18041,Fayette,Fayette County
2888,31079,Hall,Hall County
2889,31081,Hamilton,Hamilton County
2890,31115,Loup,Loup County
2891,30091,Sheridan,Sheridan County
2892,31063,Frontier,Frontier County
2893,01007,Bibb,Bibb County
2894,28075,Lauderdale,Lauderdale County
2895,27011,Big Stone,Big Stone County
2896,27013,Blue Earth,Blue Earth County
2897,51091,Highland,Highland County
2898,51177,Spotsylvania,Spotsylvania County
2899,33017,Strafford,Strafford County
2900,13153,Houston,Houston County
2901,26041,Delta,Delta County
2902,05131,Sebastian,Sebastian County
2903,06087,Santa Cruz,Santa Cruz County
2904,13191,McIntosh,McIntosh County
2905,13207,Monroe,Monroe County
2906,29069,Dunklin,Dunklin County
2907,48483,Wheeler,Wheeler County
2908,13117,Forsyth,Forsyth County
2909,48409,San Patricio,San Patricio County
2910,28147,Walthall,Walthall County
2911,29137,Monroe,Monroe County
2912,26073,Isabella,Isabella County
2913,48341,Moore,Moore County
2914,45017,Calhoun,Calhoun County
2915,56035,Sublette,Sublette County
2916,21069,Fleming,Fleming County
2917,55019,Clark,Clark County
2918,45091,York,York County
2919,18001,Adams,Adams County
2920,22005,Ascension,Ascension Parish
2921,42119,Union,Union County
2922,51041,Chesterfield,Chesterfield County
2923,22001,Acadia,Acadia Parish
2924,42039,Crawford,Crawford County
2925,46123,Tripp,Tripp County
2926,19077,Guthrie,Guthrie County
2927,19183,Washington,Washington County
2928,46111,Sanborn,Sanborn County
2929,40051,Grady,Grady County
2930,54039,Kanawha,Kanawha County
2931,55109,St. Croix,St. Croix County
2932,42121,Venango,Venango County
2933,39153,Summit,Summit County
2934,13127,Glynn,Glynn County
2935,48479,Webb,Webb County
2936,37123,Montgomery,Montgomery County
2937,23003,Aroostook,Aroostook County
2938,28065,Jefferson Davis,Jefferson Davis County
2939,18175,Washington,Washington County
2940,48031,Blanco,Blanco County
2941,51025,Brunswick,Brunswick County
2942,47045,Dyer,Dyer County
2943,47053,Gibson,Gibson County
2944,51149,Prince George,Prince George County
2945,05075,Lawrence,Lawrence County
2946,38027,Eddy,Eddy County
2947,53053,Pierce,Pierce County
2948,16063,Lincoln,Lincoln County
2949,42071,Lancaster,Lancaster County
2950,55057,Juneau,Juneau County
2951,47151,Scott,Scott County
2952,46031,Corson,Corson County
2953,46053,Gregory,Gregory County
2954,37181,Vance,Vance County
2955,21033,Caldwell,Caldwell County
2956,45011,Barnwell,Barnwell County
2957,47039,Decatur,Decatur County
2958,18009,Blackford,Blackford County
2959,01055,Etowah,Etowah County
2960,16025,Camas,Camas County
2961,20155,Reno,Reno County
2962,47119,Maury,Maury County
2963,56015,Goshen,Goshen County
2964,55107,Rusk,Rusk County
2965,55133,Waukesha,Waukesha County
2966,21079,Garrard,Garrard County
2967,25021,Norfolk,Norfolk County
2968,18063,Hendricks,Hendricks County
2969,17077,Jackson,Jackson County
2970,45043,Georgetown,Georgetown County
2971,38041,Hettinger,Hettinger County
2972,49019,Grand,Grand County
2973,49045,Tooele,Tooele County
2974,51650,Hampton,Hampton city
2975,55011,Buffalo,Buffalo County
2976,51069,Frederick,Frederick County
2977,54041,Lewis,Lewis County
2978,27119,Polk,Polk County
2979,27127,Redwood,Redwood County
2980,47047,Fayette,Fayette County
2981,22089,St. Charles,St. Charles Parish
2982,05111,Poinsett,Poinsett County
2983,12045,Gulf,Gulf County
2984,47063,Hamblen,Hamblen County
2985,01021,Chilton,Chilton County
2986,48351,Newton,Newton County
2987,48219,Hockley,Hockley County
2988,13009,Baldwin,Baldwin County
2989,37175,Transylvania,Transylvania County
2990,37171,Surry,Surry County
2991,01031,Coffee,Coffee County
2992,39149,Shelby,Shelby County
2993,16027,Canyon,Canyon County
2994,30019,Daniels,Daniels County
2995,12073,Leon,Leon County
2996,40119,Payne,Payne County
2997,01039,Covington,Covington County
2998,18093,Lawrence,Lawrence County
2999,20069,Gray,Gray County
3000,21045,Casey,Casey County
3001,21169,Metcalfe,Metcalfe County
3002,21207,Russell,Russell County
3003,22011,Beauregard,Beauregard Parish
3004,23025,Somerset,Somerset County
3005,40025,Cimarron,Cimarron County
3006,21163,Meade,Meade County
3007,21179,Nelson,Nelson County
3008,21187,Owen,Owen County
3009,29155,Pemiscot,Pemiscot County
3010,31125,Nance,Nance County
3011,55078,Menominee,Menominee County
3012,48365,Panola,Panola County
3013,21011,Bath,Bath County
3014,48001,Anderson,Anderson County
3015,51033,Caroline,Caroline County
3016,19167,Sioux,Sioux County
3017,06021,Glenn,Glenn County
3018,29510,St. Louis,St. Louis city
3019,13111,Fannin,Fannin County
3020,46051,Grant,Grant County
3021,46091,Marshall,Marshall County
3022,53067,Thurston,Thurston County
3023,31107,Knox,Knox County
3024,35061,Valencia,Valencia County
3025,30079,Prairie,Prairie County
3026,19005,Allamakee,Allamakee County
3027,48061,Cameron,Cameron County
3028,48339,Montgomery,Montgomery County
3029,08071,Las Animas,Las Animas County
3030,48299,Llano,Llano County
3031,48319,Mason,Mason County
3032,37043,Clay,Clay County
3033,36071,Orange,Orange County
3034,36093,Schenectady,Schenectady County
3035,54059,Mingo,Mingo County
3036,20197,Wabaunsee,Wabaunsee County
3037,27055,Houston,Houston County
3038,21181,Nicholas,Nicholas County
3039,25023,Plymouth,Plymouth County
3040,36005,Bronx,Bronx County
3041,37055,Dare,Dare County
3042,39103,Medina,Medina County
3043,42005,Armstrong,Armstrong County
3044,34001,Atlantic,Atlantic County
3045,55071,Manitowoc,Manitowoc County
3046,55029,Door,Door County
3047,37047,Columbus,Columbus County
3048,39053,Gallia,Gallia County
3049,48441,Taylor,Taylor County
3050,51570,Colonial Heights,Colonial Heights city
3051,39031,Coshocton,Coshocton County
3052,31135,Perkins,Perkins County
3053,48205,Hartley,Hartley County
3054,08049,Grand,Grand County
3055,48249,Jim Wells,Jim Wells County
3056,19189,Winnebago,Winnebago County
3057,06079,San Luis Obispo,San Luis Obispo County
3058,01067,Henry,Henry County
3059,39175,Wyandot,Wyandot County
3060,48505,Zapata,Zapata County
3061,13177,Lee,Lee County
3062,21019,Boyd,Boyd County
3063,27019,Carver,Carver County
3064,31037,Colfax,Colfax County
3065,45025,Chesterfield,Chesterfield County
3066,47101,Lewis,Lewis County
3067,41067,Washington,Washington County
3068,51810,Virginia Beach,Virginia Beach city
3069,30057,Madison,Madison County
3070,51103,Lancaster,Lancaster County
3071,29013,Bates,Bates County
3072,33001,Belknap,Belknap County
3073,51159,Richmond,Richmond County
3074,53021,Franklin,Franklin County
3075,19093,Ida,Ida County
3076,20173,Sedgwick,Sedgwick County
3077,48453,Travis,Travis County
3078,12057,Hillsborough,Hillsborough County
3079,34021,Mercer,Mercer County
3080,31023,Butler,Butler County
3081,42129,Westmoreland,Westmoreland County
3082,12015,Charlotte,Charlotte County
3083,19029,Cass,Cass County
3084,39107,Mercer,Mercer County
3085,21115,Johnson,Johnson County
3086,44003,Kent,Kent County
3087,50025,Windham,Windham County
3088,50019,Orleans,Orleans County
3089,20085,Jackson,Jackson County
3090,22041,Franklin,Franklin Parish
3091,28155,Webster,Webster County
3092,25011,Franklin,Franklin County
3093,31031,Cherry,Cherry County
3094,30001,Beaverhead,Beaverhead County
3095,29143,New Madrid,New Madrid County
3096,05057,Hempstead,Hempstead County
3097,29029,Camden,Camden County
3098,51117,Mecklenburg,Mecklenburg County
3099,21233,Webster,Webster County
3100,40047,Garfield,Garfield County
3101,53059,Skamania,Skamania County
3102,26091,Lenawee,Lenawee County
3103,13123,Gilmer,Gilmer County
3104,27135,Roseau,Roseau County
3105,28089,Madison,Madison County
3106,48227,Howard,Howard County
3107,54099,Wayne,Wayne County
